position_ratio,zone_tag,trend_tag,bbi_value,ma13,ma55,ma13_slope,atr20,atr20_pct,vol_tag,golden_trend_t0,gt_n,gt_k,gt_offset,last_close,ma30,ma45,ma90,ma150,ma240,dist_ma30,dist_ma90,dist_ma150,dist_ma240,slope_ma30,slope_ma90,slope_ma240,support_score,ma_zone,macd_hist,macd_hist_slope,macd_hist_accel,rsi_value,rsi_slope,kdj_j,kdj_j_slope,kdj_k,signal_idx,stock_code,t0_date,data_source,pre_bars
0.8895,high_trap,bull_aligned,22.9311,22.6445,22.4462,1.0842,1.4787,0.0464,medium,18.5129,22.0,1.977,0.95,31.8527,21.845,22.1135,23.7667,25.9764,,0.4581,0.3402,0.2262,,0.022551,-0.014637,0.0,4.0,transition,2.1408,1.7964,1.5418,83.26,27.0479,94.72,-10.472,84.15,3807,bj920207,2026-01-13,60m,200
0.3592,main_wave,neutral,59.3809,58.7158,60.277,1.3672,2.2745,0.0355,medium,50.1264,20.0,1.979,0.95,64.0423,59.0634,60.5288,60.7607,64.417,,0.0843,0.054,-0.0058,,-0.016036,-0.008712,0.0,3.0,transition,1.6655,0.4448,-0.6789,62.8,11.8747,92.48,55.4462,62.7,3808,bj920227,2026-01-13,60m,200
0.7659,high_zone,bull_aligned,41.2247,40.9447,39.014,2.8488,2.3004,0.0488,medium,32.9151,22.0,1.751,0.95,47.1342,38.398,38.6425,40.1674,41.5503,,0.2275,0.1734,0.1344,,0.034391,-0.003328,0.0,5.0,transition,1.5893,0.1343,-0.7288,75.34,12.3579,91.23,12.6221,85.14,3809,bj920394,2026-01-13,60m,200
0.0658,abyss_bottom,bear_aligned,9.2366,8.8077,11.7349,-0.4515,0.4555,0.0512,medium,8.2667,12.0,1.687,0.95,8.89,10.1963,11.3351,12.9359,14.3447,,-0.1281,-0.3128,-0.3803,,-0.063382,-0.036895,0.0,0.0,bottom,0.3035,0.1773,0.127,35.66,12.9568,16.95,9.6255,13.19,3810,bj920575,2026-01-13,60m,200
0.9562,high_trap,bull_aligned,98.9006,102.1603,58.0127,18.9986,9.6115,0.0757,high,55.3165,15.0,2.0,0.95,126.9399,76.063,63.0747,49.0644,41.179,,0.6689,1.5872,2.0826,,0.206008,0.102236,0.0,6.0,transition,2.8541,-1.7866,1.0065,78.09,-0.0499,95.91,-3.0548,95.25,3811,sz301005,2026-01-13,60m,200
0.2046,bottom_start,neutral,20.9757,20.7969,21.9188,-0.0215,0.6848,0.0308,medium,18.3505,15.0,1.977,0.95,22.2397,21.0984,21.7088,22.4899,23.7533,,0.0541,-0.0111,-0.0637,,-0.004084,-0.012015,0.0,1.0,bottom,0.4181,0.2652,-0.0094,59.3,21.1547,87.05,57.6143,54.43,3812,bj920367,2026-01-13,60m,200
1.0,high_trap,bull_aligned,17.0423,16.9408,14.3887,1.2385,1.2225,0.0601,high,12.6409,15.0,1.808,0.95,20.35,15.502,14.7169,13.7099,12.6184,,0.3127,0.4843,0.6127,,0.066456,0.02934,0.0,6.0,transition,0.7011,0.111,-0.3588,78.84,14.546,99.08,8.1751,91.77,3813,sh600776,2026-01-13,60m,200
1.0,high_trap,neutral,8.7761,8.6177,8.6867,0.4731,0.3525,0.0325,medium,7.4987,21.0,1.601,0.95,10.85,8.5943,8.7118,8.815,8.7306,,0.2625,0.2309,0.2428,,-0.003594,-0.001271,0.0,4.0,transition,0.567,0.3005,0.1199,81.82,27.3071,108.42,45.8748,79.57,3814,sz300063,2026-01-13,60m,200
0.8844,high_trap,bull_aligned,43.3817,42.4763,40.2222,2.7771,2.312,0.0445,medium,33.6337,20.0,2.0,0.95,51.9864,41.9357,41.563,38.7616,36.494,,0.2397,0.3412,0.4245,,0.000745,0.016176,0.0,6.0,transition,2.4875,0.8827,-0.3166,74.8,13.3825,97.97,36.134,78.16,3815,sz300785,2026-01-13,60m,200
0.3636,main_wave,neutral,29.0426,28.6346,30.2331,0.6031,0.8165,0.0258,low,26.1682,15.0,1.337,0.95,31.59,29.28,30.0724,30.4648,30.5153,,0.0789,0.0369,0.0352,,-0.016162,-0.007903,0.0,4.0,transition,0.9115,0.3858,0.0512,66.34,22.6022,93.19,50.3019,63.82,3816,sz301378,2026-01-13,60m,200
0.847,high_trap,bull_aligned,50.6247,49.7146,43.3124,5.5038,3.0,0.0515,medium,36.3569,19.0,2.0,0.95,58.22,47.7127,46.7678,35.9413,32.8735,,0.2202,0.6199,0.771,,-0.003876,0.0466,0.0,5.0,transition,2.0736,-1.4991,-3.1238,71.32,-1.0653,95.5,18.0242,79.83,3817,sz003041,2026-01-13,60m,195
1.0,high_trap,bull_aligned,15.6875,15.55,10.0022,2.1854,1.2855,0.0604,high,9.8268,14.0,2.0,0.95,21.3,13.46,11.2176,7.5734,6.0215,,0.5825,1.8125,2.5373,,0.144298,0.118145,0.0,6.0,transition,1.214,0.7638,0.7179,81.75,12.4389,102.17,18.4179,97.73,3818,sh603778,2026-01-13,60m,197
0.7495,high_zone,bull_aligned,17.0483,16.8741,16.6086,0.7514,1.0695,0.0506,medium,13.1855,21.0,2.0,0.95,21.14,16.1831,16.5149,16.4484,15.8225,,0.3063,0.2852,0.3361,,0.015067,0.009029,0.0,6.0,transition,1.002,0.6444,0.4916,73.53,8.5058,98.06,31.7322,86.7,3819,bj920670,2026-01-14,60m,200
1.0,high_trap,bull_aligned,7.0172,6.9684,6.7706,0.3248,0.3509,0.037,medium,5.8439,21.0,1.634,0.95,9.4943,6.7215,6.7331,6.8874,7.2095,,0.4125,0.3785,0.3169,,0.021701,-0.00249,0.0,5.0,transition,0.5685,0.555,0.5568,85.42,32.7206,111.24,57.7705,91.18,3820,bj920021,2026-01-14,60m,200
0.7597,high_zone,bull_aligned,41.7661,41.7378,39.1466,3.1254,2.3228,0.0494,medium,32.9587,22.0,1.766,0.95,47.0346,38.7718,38.7448,40.1858,41.5906,,0.2131,0.1704,0.1309,,0.039451,-0.001787,0.0,5.0,transition,1.4688,0.0649,-0.5525,74.8,2.446,91.17,10.7709,86.63,3821,bj920394,2026-01-14,60m,200
0.6357,main_wave,bull_aligned,33.1115,32.9215,31.7667,1.01,2.1825,0.0571,medium,26.0636,21.0,2.0,0.95,38.19,31.756,31.5949,31.9581,34.9245,,0.2026,0.195,0.0935,,0.022825,-0.006202,0.0,5.0,transition,1.1687,0.9384,0.5476,69.66,15.2994,83.93,4.8443,76.56,3822,bj920169,2026-01-14,60m,200
1.0,high_trap,bull_aligned,24.8238,24.166,22.783,2.5429,1.8679,0.0451,medium,18.4021,22.0,2.0,0.95,41.4085,22.5215,22.5015,23.8983,26.0854,,0.8386,0.7327,0.5874,,0.054531,-0.005028,0.0,5.0,transition,4.4734,4.2658,4.3068,90.11,36.6649,105.29,28.6727,92.07,3823,bj920207,2026-01-14,60m,200
0.8,high_trap,neutral,61.0221,60.2149,60.6331,2.5882,2.9987,0.0388,medium,49.9018,21.0,2.0,0.95,77.3237,59.4437,60.9457,60.8875,64.5468,,0.3008,0.2699,0.1979,,-0.008741,-0.004742,0.0,4.0,transition,4.2671,3.1861,2.7238,78.64,22.6623,94.89,55.6286,71.35,3824,bj920227,2026-01-14,60m,200
0.8424,high_trap,neutral,29.8858,29.3808,30.3778,1.2515,1.085,0.0286,low,26.3426,19.0,1.39,0.95,37.91,29.4883,30.2191,30.5301,30.5892,,0.2856,0.2417,0.2393,,-0.005676,-0.004197,0.0,4.0,transition,2.2222,1.7515,1.5752,82.14,31.4409,114.68,74.5189,81.91,3825,sz301378,2026-01-14,60m,200
0.2432,bottom_start,neutral,13.8674,13.7718,14.2473,0.0077,0.4961,0.0343,medium,12.1426,17.0,1.781,0.95,14.4691,13.7727,14.0759,14.6161,15.2633,,0.0506,-0.0101,-0.052,,0.003852,-0.007195,0.0,2.0,bottom,0.2257,0.1623,0.005,60.63,16.2667,53.34,23.1388,40.92,3826,bj920046,2026-01-14,60m,200
0.4183,main_wave,neutral,31.6787,31.3369,31.9415,1.2823,1.241,0.0353,medium,27.377,19.0,1.583,0.95,35.14,30.722,31.3509,33.7324,36.3441,,0.1438,0.0417,-0.0331,,0.018735,-0.012041,0.0,4.0,transition,1.2768,0.4067,-0.4104,69.44,16.6958,104.95,2.3339,89.29,3827,bj920088,2026-01-14,60m,200
1.0,high_trap,bull_aligned,38.4356,37.6946,37.3378,1.8715,1.5565,0.0325,medium,32.1974,21.0,1.664,0.95,47.88,37.9203,37.7358,36.279,36.0065,,0.2626,0.3198,0.3298,,-0.000237,0.003695,0.0,5.0,transition,2.5535,1.7933,1.4326,79.74,23.2094,110.7,72.9327,76.35,3828,sz301159,2026-01-14,60m,200
1.0,high_trap,bull_aligned,9.1937,8.9969,8.7722,0.7992,0.4415,0.0339,medium,7.4786,21.0,1.646,0.95,13.02,8.7157,8.8082,8.8566,8.7635,,0.4939,0.4701,0.4857,,0.010239,0.004296,0.0,6.0,transition,1.0742,0.8276,0.7411,88.94,27.1393,114.43,53.5243,89.78,3829,sz300063,2026-01-14,60m,200
0.6018,main_wave,neutral,30.375,29.7654,31.0762,1.1769,1.0245,0.0287,low,26.5697,20.0,1.633,0.95,35.75,30.5417,31.2351,30.9501,31.2246,,0.1705,0.1551,0.1449,,-0.022197,-0.002635,0.0,4.0,transition,1.7263,1.0771,0.9671,73.66,23.9607,106.7,75.6592,70.21,3830,sz301001,2026-01-14,60m,200
1.0,high_trap,bull_aligned,45.1974,44.2505,40.7609,4.1123,2.7602,0.0442,medium,33.7025,20.0,2.0,0.95,62.3837,42.4562,42.1834,39.0619,36.7,,0.4694,0.597,0.6998,,0.010692,0.020771,0.0,6.0,transition,4.6157,3.1094,2.7013,83.6,17.4587,109.9,31.9242,89.08,3831,sz300785,2026-01-14,60m,200
0.6123,main_wave,bull_aligned,25.2847,25.0792,24.4796,1.6838,1.779,0.0577,medium,19.7566,22.0,1.978,0.95,30.83,23.6917,24.0787,25.9449,27.9738,,0.3013,0.1883,0.1021,,0.027259,-0.009674,0.0,4.0,transition,1.3257,0.512,1.098,70.64,8.7016,84.99,37.666,71.16,3832,bj920130,2026-01-14,60m,200
1.0,high_trap,bull_aligned,66.0638,64.7762,56.2273,4.1429,5.9911,0.0645,high,45.5674,17.0,2.0,0.95,92.8499,61.6127,57.6981,53.8085,52.4499,,0.507,0.7256,0.7703,,0.06495,0.020222,0.0,6.0,transition,6.0566,5.4607,3.9039,79.87,20.0657,101.87,27.2987,88.16,3833,bj920116,2026-01-14,60m,200
0.2858,bottom_start,bear_aligned,33.4726,34.5031,36.2405,-2.1662,2.5595,0.0865,high,28.2562,18.0,2.0,0.95,29.58,34.803,35.5604,35.8813,32.9373,,-0.1501,-0.1756,-0.1019,,-0.021215,-0.014487,0.0,1.0,bottom,-1.4654,-0.0849,0.4364,33.29,-9.4125,-1.2,3.1297,2.33,3834,bj920392,2026-01-14,60m,200
1.0,high_trap,bull_aligned,17.9084,17.4185,16.426,1.5677,0.9475,0.0387,medium,13.7155,20.0,2.0,0.95,24.48,17.144,16.8753,15.9861,15.8521,,0.4279,0.5313,0.5443,,0.001597,0.006908,0.0,6.0,transition,1.8617,1.249,0.9731,85.05,22.177,116.72,65.2549,88.18,3835,sh688365,2026-01-14,60m,200
1.0,high_trap,bull_aligned,8.0113,8.0915,7.188,0.4138,0.3635,0.0413,medium,6.4973,15.0,1.944,0.95,8.8,7.624,7.4747,6.2599,5.7585,,0.1542,0.4058,0.5282,,0.018434,0.036444,0.0,6.0,transition,0.1319,0.1257,0.2071,68.2,9.4331,103.4,36.2617,89.34,3836,sh603828,2026-01-14,60m,195
1.0,high_trap,neutral,8.5045,8.2315,8.7067,0.7392,0.426,0.0397,medium,7.0674,19.0,1.772,0.95,10.74,8.3503,8.6887,8.615,8.6261,,0.2862,0.2467,0.2451,,-0.008313,-0.004097,0.0,4.0,transition,0.8032,0.4379,0.296,78.84,25.2433,115.23,60.7651,87.44,3837,sh600986,2026-01-14,60m,200
0.6858,main_wave,bull_aligned,7.3704,7.2718,6.8372,0.6144,0.4787,0.0459,medium,5.813,21.0,1.725,0.95,10.4227,6.8516,6.8123,6.9196,7.2322,,0.5212,0.5063,0.4412,,0.039796,0.003943,0.0,6.0,transition,0.9017,0.8495,0.8159,88.38,33.771,78.61,-1.2542,79.88,3838,bj920021,2026-01-15,60m,200
0.879,high_trap,bull_aligned,42.7171,42.8518,39.3456,3.7973,2.5783,0.051,medium,32.9016,21.0,1.809,0.95,50.5407,39.2552,38.9427,40.2526,41.657,,0.2875,0.2556,0.2133,,0.046709,0.000925,0.0,6.0,transition,1.8574,0.4856,0.5749,80.19,12.8242,90.17,3.9729,87.27,3839,bj920394,2026-01-15,60m,200
0.4434,main_wave,bull_aligned,19.3172,19.5957,17.4695,1.7746,1.6518,0.0799,high,14.1332,22.0,1.924,0.95,20.6703,17.5147,17.2974,18.4452,17.983,,0.1802,0.1206,0.1494,,0.046026,0.007913,0.0,6.0,transition,0.0103,-0.5452,0.8852,56.99,-10.6762,54.29,9.7435,55.55,3840,bj920270,2026-01-15,60m,200
0.716,high_zone,bull_aligned,63.7578,62.5826,61.1744,4.7558,4.0455,0.0461,medium,49.6698,22.0,2.0,0.95,87.7379,60.225,61.6168,61.144,64.7245,,0.4568,0.4349,0.3556,,0.006747,0.001618,0.0,6.0,transition,7.0892,5.9694,6.0657,84.29,31.6387,83.37,28.6984,71.48,3841,bj920227,2026-01-15,60m,200
0.6564,main_wave,bull_aligned,26.7694,25.7639,23.1343,4.0819,2.4716,0.0586,medium,18.2953,22.0,2.0,0.95,42.175,23.211,22.92,24.0439,26.1938,,0.817,0.7541,0.6101,,0.084372,0.004788,0.0,6.0,transition,5.3128,4.6922,4.3304,90.45,32.2285,72.25,14.5132,78.86,3842,bj920207,2026-01-15,60m,200
1.0,high_trap,bull_aligned,2.6498,2.6192,2.4498,0.1631,0.1145,0.0375,medium,2.1887,18.0,1.634,0.95,3.05,2.5777,2.5422,2.2444,2.1001,,0.1832,0.3589,0.4523,,0.01085,0.022371,0.0,6.0,transition,0.1201,0.0768,0.0891,74.39,18.6284,108.63,30.4719,95.97,3843,sz000608,2026-01-15,60m,195
1.0,high_trap,bull_aligned,5.7764,5.6838,5.4445,0.1962,0.2995,0.0404,medium,4.7498,21.0,1.513,0.95,7.41,5.4467,5.4398,5.3509,5.2973,,0.3605,0.3848,0.3988,,0.028061,0.004925,0.0,6.0,transition,0.4785,0.4426,0.3793,80.89,26.5769,115.65,69.0084,89.92,3844,sz002044,2026-01-15,60m,200
1.0,high_trap,bull_aligned,31.4753,30.7454,30.6545,2.5077,1.427,0.0314,medium,26.4601,21.0,1.414,0.95,45.49,29.9423,30.5389,30.6791,30.7131,,0.5193,0.4828,0.4811,,0.013026,0.002334,0.0,6.0,transition,4.0815,3.5822,3.5679,88.89,39.4665,116.39,70.0304,90.96,3845,sz301378,2026-01-15,60m,200
0.877,high_trap,bull_aligned,27.707,27.5723,26.0771,1.7915,2.5285,0.0702,high,19.724,23.0,2.0,0.95,36.0,26.343,26.1478,23.5554,20.5667,,0.3666,0.5283,0.7504,,0.036813,0.028707,0.0,6.0,transition,2.3641,2.6064,2.829,77.16,29.2714,95.28,47.9473,81.58,3846,sh688679,2026-01-15,60m,200
0.4501,main_wave,neutral,13.0478,13.0407,13.2982,0.3115,0.3662,0.0262,low,11.684,16.0,1.318,0.95,13.9707,12.8878,13.1457,13.6106,14.1705,,0.084,0.0265,-0.0141,,0.001624,-0.008864,0.0,3.0,transition,0.2823,0.137,0.0533,69.73,20.4051,91.13,28.3013,78.33,3847,sz300758,2026-01-15,60m,200
0.5702,main_wave,neutral,32.3158,31.9123,31.9836,1.7154,1.4765,0.0395,medium,27.3411,20.0,1.639,0.95,37.37,30.9627,31.4309,33.7239,36.4036,,0.2069,0.1081,0.0265,,0.025163,-0.008688,0.0,5.0,transition,1.6159,0.7876,0.2404,75.31,19.5098,79.59,-8.1811,80.53,3848,bj920088,2026-01-15,60m,200
0.395,main_wave,neutral,6.8628,6.7646,6.8393,0.2431,0.375,0.0469,medium,5.7317,21.0,1.789,0.95,8.0,6.6447,6.7367,7.3384,8.1379,,0.204,0.0901,-0.0169,,0.014814,-0.016236,0.0,4.0,transition,0.4702,0.427,0.3663,67.15,14.2787,67.76,7.5207,68.51,3849,bj920090,2026-01-15,60m,200
1.0,high_trap,bull_aligned,6.4094,6.3018,5.3714,0.9858,0.3229,0.0359,medium,4.7089,19.0,1.588,0.95,8.9843,5.5697,5.4112,5.4658,4.8018,,0.6131,0.6437,0.871,,0.076611,0.025884,0.0,6.0,transition,0.7284,0.3461,0.2095,91.41,10.5474,103.64,14.8364,98.32,3850,sz002131,2026-01-15,60m,200
1.0,high_trap,bull_aligned,6.3613,6.2777,6.1115,0.4592,0.2675,0.0325,medium,5.4868,21.0,1.442,0.98,8.22,6.0233,6.0578,6.1093,5.7588,,0.3647,0.3455,0.4274,,0.026122,0.009251,0.0,6.0,transition,0.5611,0.4629,0.4343,85.12,27.7278,107.31,12.7623,97.34,3851,sh600676,2026-01-15,60m,200
0.8631,high_trap,neutral,27.8679,27.7038,28.0667,1.2685,1.329,0.0432,medium,22.4411,19.0,2.0,0.95,30.76,26.984,27.4567,25.6432,21.4565,,0.1399,0.1995,0.4336,,0.007517,0.02865,0.0,6.0,transition,0.8481,0.1162,-0.0304,68.85,9.0175,89.04,4.971,83.91,3852,sh605287,2026-01-15,60m,200
1.0,high_trap,bull_aligned,8.0301,7.8086,6.961,1.1366,0.625,0.0461,medium,5.7727,21.0,1.823,0.95,13.5475,7.0799,6.9587,6.9875,7.2739,,0.9135,0.9388,0.8625,,0.073953,0.015541,0.0,6.0,transition,1.5571,1.4244,1.3206,93.31,42.0548,99.37,-5.4626,89.94,3853,bj920021,2026-01-16,60m,200
0.5645,main_wave,bull_aligned,42.0748,42.3623,37.6373,3.5069,3.1155,0.0711,high,30.5308,19.0,2.0,0.95,43.81,38.7357,37.5882,37.5201,36.4017,,0.131,0.1676,0.2035,,0.046147,0.011224,0.0,6.0,transition,-0.1911,-1.7326,-0.1004,58.66,-10.8444,52.67,-6.2902,57.93,3854,bj920179,2026-01-16,60m,200
1.0,high_trap,bull_aligned,69.0591,66.9791,62.2047,9.025,5.2332,0.0459,medium,49.3492,22.0,2.0,0.95,114.0544,61.8911,62.8597,61.6966,65.091,,0.8428,0.8486,0.7522,,0.040333,0.012775,0.0,6.0,transition,12.688,11.0225,10.5777,90.87,38.9021,105.95,13.4662,85.74,3855,bj920227,2026-01-16,60m,200
0.5722,main_wave,bull_aligned,28.4619,27.1652,23.4344,5.5061,2.8289,0.0719,high,18.227,22.0,2.0,0.95,39.3182,23.7917,23.2757,24.1679,26.2436,,0.6526,0.6269,0.4982,,0.11112,0.014381,0.0,6.0,transition,4.6052,2.4644,0.668,79.55,29.091,53.91,-40.8057,68.04,3856,bj920207,2026-01-16,60m,200
0.7829,high_zone,bull_aligned,14.6493,14.4138,14.3793,0.6865,0.7808,0.0423,medium,11.9085,21.0,1.987,0.95,18.4378,14.0572,14.1602,14.6673,15.2813,,0.3116,0.2571,0.2066,,0.023921,-0.000166,0.0,4.0,transition,1.1929,1.0472,0.9087,84.65,34.5042,90.04,50.4974,68.3,3857,bj920046,2026-01-16,60m,200
1.0,high_trap,bull_aligned,2.6498,2.6192,2.4498,0.1631,0.1145,0.0375,medium,2.1887,18.0,1.634,0.95,3.05,2.5777,2.5422,2.2444,2.1001,,0.1832,0.3589,0.4523,,0.01085,0.022371,0.0,6.0,transition,0.1201,0.0768,0.0891,74.39,18.6284,108.63,30.4719,95.97,3858,sz000608,2026-01-16,60m,194
1.0,high_trap,bull_aligned,34.6787,34.4077,32.0902,2.2731,2.6615,0.0577,medium,25.8799,20.0,2.0,0.95,46.15,32.4617,32.0393,32.0158,35.0445,,0.4217,0.4415,0.3169,,0.039994,-0.000416,0.0,5.0,transition,2.6097,2.1353,1.865,75.3,19.0113,98.24,36.418,84.67,3859,bj920169,2026-01-16,60m,200
0.8841,high_trap,bull_aligned,147.0022,149.1069,92.2824,25.9823,16.1575,0.0871,high,81.0713,16.0,2.0,0.95,185.52,117.5567,98.8153,82.9748,70.9101,,0.5781,1.2359,1.6163,,0.196546,0.075575,0.0,6.0,transition,9.3917,1.0777,-8.2084,77.19,8.9574,85.36,-15.4996,89.24,3860,sh688270,2026-01-16,60m,200
0.8122,high_trap,bull_aligned,21.7794,21.6508,21.306,1.1069,0.7815,0.031,medium,18.8171,21.0,1.502,0.95,25.23,21.015,21.0044,21.7128,21.2347,,0.2006,0.162,0.1882,,0.020047,0.00272,0.0,6.0,transition,1.0193,0.6304,0.5849,83.43,21.9674,78.34,-21.7089,81.84,3861,sz301348,2026-01-16,60m,200
0.9019,high_trap,bull_aligned,124.0669,124.0292,118.986,8.7885,8.184,0.0561,medium,92.4312,22.0,2.0,0.95,145.9,117.0097,116.8851,107.8001,90.7377,,0.2469,0.3534,0.6079,,0.038394,0.032988,0.0,6.0,transition,5.1464,2.2652,3.3038,75.0,9.5481,86.74,24.6397,81.66,3862,sh688525,2026-01-16,60m,200
1.0,high_trap,bull_aligned,110.7331,111.4504,75.5874,10.3809,9.1521,0.0665,high,74.2436,14.0,2.0,0.95,137.5792,96.0044,82.1878,61.8819,50.7403,,0.4331,1.2233,1.7114,,0.132076,0.083389,0.0,6.0,transition,3.9377,0.6894,-2.3269,81.43,7.4869,98.64,-4.2888,95.02,3863,sh603929,2026-01-16,60m,200
0.724,high_zone,bull_aligned,87.1242,88.0208,51.6455,8.5992,15.0095,0.1543,high,37.6947,19.0,2.0,0.95,97.25,69.8743,56.1722,43.4889,39.7088,,0.3918,1.2362,1.4491,,0.219419,0.099163,0.0,6.0,transition,0.8288,-1.612,-7.1771,60.18,-8.6212,70.63,-17.31,77.67,3864,bj920576,2026-01-16,60m,200
0.9354,high_trap,bull_aligned,96.9385,98.4087,78.9896,10.1496,5.3529,0.0487,medium,71.3846,16.0,1.842,0.95,109.9754,85.2669,79.5758,77.1426,70.3772,,0.2898,0.4256,0.5627,,0.088548,0.030091,0.0,6.0,transition,1.1607,-2.7277,-2.9174,76.98,-9.3571,90.76,-2.884,91.3,3865,sz300567,2026-01-16,60m,200
0.9332,high_trap,bull_aligned,37.7795,38.18,25.1654,6.6946,4.0891,0.0734,high,20.9563,17.0,2.0,0.95,55.6809,30.4479,26.5944,22.2921,20.4844,,0.8287,1.4978,1.7182,,0.174954,0.070269,0.0,6.0,transition,4.6532,3.8838,3.3286,88.87,18.4973,92.05,-2.913,93.16,3866,sz300342,2026-01-16,60m,200
0.9187,high_trap,bull_aligned,139.8885,137.6308,88.3025,31.2154,16.9155,0.0789,high,68.2451,18.0,2.0,0.95,214.5,106.6843,93.3733,75.9347,65.4213,,1.0106,1.8248,2.2788,,0.217117,0.09911,0.0,6.0,transition,20.0556,8.9113,0.6651,89.48,9.6529,89.07,-5.8996,90.07,3867,sh688031,2026-01-16,60m,200
0.8985,high_trap,bull_aligned,61.9958,62.9538,46.6451,10.4377,5.4255,0.0659,high,38.0336,18.0,2.0,0.95,82.35,50.5387,47.5736,45.2797,44.094,,0.6294,0.8187,0.8676,,0.131167,0.035243,0.0,6.0,transition,4.8276,1.2658,-1.327,83.45,11.8811,92.31,-0.7528,92.89,3868,sz002865,2026-01-16,60m,200
1.0,high_trap,bull_aligned,92.3126,93.5141,60.3364,15.4799,4.5157,0.0368,medium,71.7688,14.0,1.358,0.98,122.6689,73.1646,63.5607,54.041,48.1876,,0.6766,1.2699,1.5456,,0.185449,0.074552,0.0,6.0,transition,5.7679,1.226,-0.3926,92.94,5.9338,100.15,-0.5316,99.98,3869,sz001270,2026-01-16,60m,197
0.9361,high_trap,bull_aligned,29.7248,30.6731,22.8251,3.3308,2.3675,0.0659,high,19.7582,16.0,2.0,0.95,35.91,25.4997,23.4022,20.8791,17.5068,,0.4083,0.7199,1.0512,,0.102847,0.054696,0.0,6.0,transition,0.964,0.5078,-0.0067,76.91,2.7278,90.88,-9.5744,92.15,3870,sz002796,2026-01-16,60m,200
0.9459,high_trap,bull_aligned,18.5232,19.3523,14.5207,2.0915,1.3655,0.0654,high,12.7989,16.0,2.0,0.95,20.88,16.02,14.8456,14.4671,12.4601,,0.3034,0.4433,0.6758,,0.086151,0.015965,0.0,6.0,transition,-0.1405,-0.3755,0.2151,70.61,0.5321,91.25,2.0385,88.35,3871,sh603626,2026-01-16,60m,200
0.7764,high_zone,bull_aligned,46.3688,46.525,40.1521,5.5803,3.415,0.0629,high,32.7626,19.0,1.944,0.95,54.286,41.1212,39.9295,40.5846,41.94,,0.3201,0.3376,0.2944,,0.070922,0.010385,0.0,6.0,transition,2.0511,0.1937,-0.292,72.64,-2.7018,74.1,-16.0615,79.18,3872,bj920394,2026-01-19,60m,201
0.5115,main_wave,bull_aligned,15.6011,15.1863,14.5378,1.4505,1.1737,0.0624,high,11.7254,22.0,2.0,0.95,18.8068,14.4082,14.3128,14.7366,15.3121,,0.3053,0.2762,0.2282,,0.048194,0.007354,0.0,6.0,transition,1.2601,0.4709,-0.2141,85.58,31.1417,59.67,-22.4169,63.09,3873,bj920046,2026-01-19,60m,201
0.9641,high_trap,bull_aligned,103.1668,104.944,80.7392,11.9463,6.6766,0.0492,medium,73.6122,15.0,1.926,0.95,135.7708,89.2717,82.0002,78.3671,71.292,,0.5209,0.7325,0.9044,,0.100542,0.033862,0.0,6.0,transition,5.3898,3.7606,6.9665,87.03,5.9699,97.26,10.5823,95.08,3874,sz300567,2026-01-19,60m,201
0.6916,main_wave,bull_aligned,88.9392,89.2777,53.8487,7.5462,14.139,0.1503,high,40.6092,18.0,2.0,0.95,94.1,74.1443,58.9244,44.8216,40.4315,,0.2691,1.0994,1.3274,,0.19447,0.092714,0.0,6.0,transition,-3.4016,-6.9448,-7.8254,57.81,-9.3469,62.78,-16.6207,69.38,3875,bj920576,2026-01-19,60m,201
0.8366,high_trap,bull_aligned,118.7952,125.8628,67.8537,23.7024,13.2684,0.0983,high,64.1324,15.0,2.0,0.95,134.9513,92.3407,75.0778,55.0788,44.9355,,0.4614,1.4502,2.0032,,0.214003,0.12258,0.0,6.0,transition,-1.1232,-6.6115,-9.1083,67.51,-10.5726,76.52,-17.5257,84.57,3876,sz301005,2026-01-19,60m,201
0.9882,high_trap,neutral,6.9368,6.7738,6.8849,0.1762,0.3105,0.0381,medium,5.7384,21.0,1.941,0.95,8.16,6.97,6.9962,6.5782,6.3548,,0.1707,0.2405,0.2841,,-0.0134,0.007676,0.0,5.0,transition,0.3326,0.1842,0.0918,71.04,22.6153,98.88,63.5336,62.75,3877,sz300215,2026-01-19,60m,201
0.7176,high_zone,bull_aligned,149.7031,148.5685,92.4498,34.5192,18.8565,0.106,high,71.5573,18.0,2.0,0.95,177.9,114.0893,98.2416,78.4916,67.12,,0.5593,1.2665,1.6505,,0.224748,0.10254,0.0,6.0,transition,4.6574,-13.4711,-23.9072,66.8,-17.1184,60.91,-23.8275,72.33,3878,sh688031,2026-01-19,60m,201
0.6896,main_wave,bull_aligned,16.3036,16.01,14.39,1.9346,0.9145,0.0458,medium,12.2787,21.0,1.756,0.95,19.97,14.5193,14.2589,13.9601,13.7005,,0.3754,0.4305,0.4576,,0.068908,0.021355,0.0,6.0,transition,1.3346,0.5588,0.2737,76.23,6.964,73.08,-27.3252,82.7,3879,sz002112,2026-01-19,60m,201
1.0,high_trap,bull_aligned,2.7828,2.7554,2.4978,0.2638,0.1175,0.035,medium,2.2447,18.0,1.613,0.95,3.36,2.623,2.5876,2.274,2.1193,,0.281,0.4776,0.5854,,0.032,0.027874,0.0,6.0,transition,0.1778,0.0897,0.0498,80.9,22.5111,104.18,-5.0271,98.99,3880,sz000608,2026-01-19,60m,195
